,id,full_text,user_location,geo,coordinates,place
189,1591889168309030913,@isobelvictoria_ @glossier @oliviarodrigo wait where did u post those?,,,,
190,1591887798411628544,@sourlaugh @glossier @oliviarodrigo thank uuuu,"she/her, liviesHQ noticed 5x.",,,
191,1591887660725194752,@isobelvictoria_ @glossier @oliviarodrigo omg yay!! good luck!!,driving alone past ur street,,,
192,1591887493708025856,@pixelyzd @glossier @oliviarodrigo thank youuuu,"she/her, liviesHQ noticed 5x.",,,
193,1591887429228982274,@isobelvictoria_ @glossier @oliviarodrigo Hope you'll get a notice!!,,,,
194,1591887024675778563,"i took some pics of me with the @glossier X @oliviarodrigo collection , waiting for liviesHQ to be online now to see if they’d notice 😋","she/her, liviesHQ noticed 5x.",,,
195,1591885973947912192,@ursosour @glossier @oliviarodrigo @LiviesHQ slayyyyy,idle town,,,
196,1591885414356615168,@ursosour @glossier @oliviarodrigo @LiviesHQ ofc ofc,she/her • minor • filo,,,
197,1591885164107694080,@livsmirrorball @glossier @oliviarodrigo @LiviesHQ ah thank you my ading &lt;3,19 | she/her | 🇵🇭 | pan,,,
198,1591880539010912257,@ursosour @glossier @oliviarodrigo @LiviesHQ prettiest ate!!!,she/her • minor • filo,,,
199,1591880506060451840,RT @ursosour: got to see my bestie! @glossier @oliviarodrigo @LiviesHQ https://t.co/xGQdazqLEu,she/her • minor • filo,,,
200,1591872065602457600,got to see my bestie! @glossier @oliviarodrigo @LiviesHQ https://t.co/xGQdazqLEu,19 | she/her | 🇵🇭 | pan,,,
201,1591838493197553664,"Ventures is thrilled to have national beauty brand, @glossier, as a philanthropic partner! For every water bottle sold in Glossier’s Seattle store, $5 of the proceeds supports Ventures’ mission. A few of our team members stopped by for a visit to their beautiful showroom. https://t.co/M4z8VCeKDQ","Seattle, WA",,,
202,1591826992873504768,"RT @cohorted: Want to get glowy this November? 

We have teamed up with clean skincare and makeup brand @glossier to bring you some skin lo…",,,,
203,1591823683185967105,"@cohorted @glossier Very nice ,Entered",essex,,,
204,1591823592819462145,"RT @cohorted: Want to get glowy this November? 

We have teamed up with clean skincare and makeup brand @glossier to bring you some skin lo…",essex,,,
205,1591813077875716098,@glossier can we get a “you”  3 wick candle please!?! 😫😫,"Atlanta, GA",,,
206,1591807233742241792,@glossier i already did!,,,,
207,1591796450891075584,"@glossier please please bring back the wild fig balm 
(╥﹏╥)˚ cookie butter seems to be permanent now, &amp; there's a new seasonal scent .. but still no fig! I miss her dearly!",a field in england    ♍♉♒,,,
208,1591788628572790790,My mini beauty bag is always with me💜 @glossier https://t.co/TkuDCpMBRi,,,,
209,1591786061713510402,@cohorted @glossier Yes please 🥰 Entered ✅ @kefkat12,"Stirling, Scotland ",,,
210,1591785956063039492,"RT @cohorted: Want to get glowy this November? 

We have teamed up with clean skincare and makeup brand @glossier to bring you some skin lo…","Stirling, Scotland ",,,
211,1591784718995161090,"Want to get glowy this November? 

We have teamed up with clean skincare and makeup brand @glossier to bring you some skin loving treats this month! 💕

Enter for your chance to #WIN
https://t.co/7j1AvMgzIm https://t.co/Uw1CxBsuCm","Leeds, United Kingdom",,,
212,1591756066446008321,glossier swiss miss sold out and i didn’t get to buy one. So upset ahhh @glossier pls add it to the permanent collection.,cw:61.7 gw:50 ugw:45 bmi:20.6,,,
213,1591672147184947200,@glossier restock the gold lip gloss challenge go,she/her || anti,,,
214,1591634841413746690,@sourjoshy @glossier hii yess at the atlanta location they have the mini bag and eyeshadow pallet! they didn’t have her ultra lip though,,,,
215,1591633329493004289,@BaylorAlbritton @glossier sorry to bother ! but did they still have livs collection and bag in stock ? thinking abt going tmrw &lt;3, lhq x34 | 🇵🇭 | stsf ,,,
216,1591616668895424512,we love you @glossier !! also bought the olivia bag of course https://t.co/ZWDNP3G4F4,,,,
217,1591586502974312448,RT @minorlysour: you look good @glossier !!! https://t.co/03SFaEZRQF,22. she/her.,,,
218,1591574283981037571,RT @minorlysour: you look good @glossier !!! https://t.co/03SFaEZRQF,𓆩♡𓆪,,,
219,1591572977568870400,"Incase anyones in the market for new makeup… I cried for 2-3 hrs today and my eyeliner wings haven’t budged, @glossier knows WHATS UP!",Canada,,,
220,1591568656483639296,@minorlysour @glossier @oliviarodrigo @LiviesHQ YASS,she/her | 16,,,
221,1591567839768764416,you look good @glossier !!! https://t.co/03SFaEZRQF,she/her 14 ,,,
222,1591567411878432768,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…","Marang, Terengganu",,,
223,1591565917489856512,@minorlysour @glossier @oliviarodrigo @LiviesHQ GORGEOUS,sabrina follows,,,
224,1591565341532258304,you look good @glossier https://t.co/3tNHV6rqNn,she/her 14 ,,,
225,1591558134602121219,RT @JazzieJaeT: Get into this @glossier mini tutorial https://t.co/VGD5PAhB2I https://t.co/CXD0GpAJ02,,,,
226,1591555271356477440,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",,,,
227,1591529108168921088,Wearing @oliviarodrigo &amp; @glossier ultra lip on Pisces.. I’m obsessed 🥰 @LiviesHQ https://t.co/uQBRaLELLK,Ireland,,,
228,1591524537749114880,"@headassley That's crazy because my hoodie is my limited edition lavender @glossier X @oliviarodrigo collaboration and I love it. Super soft, warm, and cute! https://t.co/QUMBFcKkfi","Houston, TX He/Him 21",,,
229,1591520128864505857,@glossier really made the perfect lip colour!!! Gen G in malt is a masterpiece!,Free Palestine,,,
230,1591513468066496512,.@glossier are you having a security event (breach)? I keep getting password reset emails but I’m not trying to change my password.,,,,
231,1591497336034889731,There is a half-block wait to enter the new ⁦@glossier store in Philadelphia. https://t.co/eLxGtwLFQ8,D.C. PHL. NYC. Wherever. ,,,
232,1591496414990778369,@jordanreviewsit @ZARA @ARITZIA @PrincessPolly @glossier @rarebeauty my dream!!😍,,,,
233,1591488943580905473,@glossier I’ve gotten five emails to reset my password but I haven’t requested any of them. What gives?,"Cape May, NJ",,,
234,1591470652845965313,I really want the @glossier candles but $45 for an 8oz candle (or $80 for the two pack) feels like robbery 😭,"Chicago, IL",,,
235,1591465117858033666,"dear @glossier please make a store here in the heart of San Diego, I would totally work there pls I love you guys sm 🥺😔🥲💞💕","San Diego, CA",,,
236,1591463765945749504,all i want for christmas is @glossier to release a brown mascara,Oklahoma,,,
237,1591453243011653635,@glossier yall should restock it since its for christmas season and its only november,,,,
238,1591441523157213185,@glossier ummmm i ordered some stuff last sunday and still haven’t received a shipment update…shouldn’t take a week to process and ship????,,,,
239,1591422005513187328,SCREAMING @glossier https://t.co/VpfIAvzXJO,"she/her, liviesHQ noticed 5x.",,,
240,1591419791088254977,JANCNWKCNJA MY GLOSSIER X LIV PACKAGE IS HERE @glossier @LiviesHQ @oliviarodrigo,"she/her, liviesHQ noticed 5x.",,,
241,1591377109133295616,"@glossier does anyone read or respond to your gTEAM@glossier.com email address? I ordered some items that I need to return, but checked out as a Guest. No return slip in box and no account to log in to. How do I return the items? Have emailed but nada in response.","Upton Park, London",,,
242,1591362814090047489,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…","Ipoh, Malaysia",,,
243,1591359483975852032,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",Malaysia,,,
244,1591320939492704257,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",,,,
245,1591310026194714624,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",Ipoh Perak,,,
246,1591290774884605952,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",,,,
247,1591275150187843584,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…","Selangor, Malaysia",,,
248,1591273481064173568,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",Malaysia,,,
249,1591261215485235200,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",Malaysia | USA,,,
250,1591257852555190273,RT @liviesforolivia: the @oliviarodrigo x @glossier collection is my new obsession https://t.co/swjhVHoT0I,,,,
251,1591254224222171136,"RT @sabrinatajudin_: 💖Pink Beauty Routine💖 feat :
@WardahBeauty_MY
@tatagaltier @kaymanbeauty @glossier @GlowRecipe Neogen @flonerch @needs…",Penang & Seri Kembangan,,,
